date,expday,site,lem_field,lem_add,trtname,rep,nh3_mgkg_dry,tin_mgkg_dry,no3_mgkg_dry
2/5/2025,91,bcbf,0,y,BCBF0Yes,1,0.427034483,102.1077011,101.6806667
2/5/2025,91,bcbf,0,y,BCBF0Yes,2,0.148184438,110.0032357,109.8550513
2/5/2025,91,bcbf,0,y,BCBF0Yes,3,0.16315528,115.6256745,115.4625193
2/5/2025,91,bcbf,0,y,BCBF0Yes,4,0.107145763,109.7053559,109.5982102
2/5/2025,91,bcbf,0,n,BCBF0No,1,0.382229738,100.6236805,100.2414507
2/5/2025,91,bcbf,0,n,BCBF0No,2,0.238306667,77.61765333,77.37934666
2/5/2025,91,bcbf,0,n,BCBF0No,3,0.153807703,111.7539515,111.6001438
2/5/2025,91,bcbf,0,n,BCBF0No,4,0.164301345,114.6473399,114.4830386
2/5/2025,91,bcbf,1.8,y,BCBF1.8Yes,1,0.18894,89.27013,89.08119
2/5/2025,91,bcbf,1.8,y,BCBF1.8Yes,2,0.150852018,79.82585949,79.6740018
2/5/2025,91,bcbf,1.8,y,BCBF1.8Yes,3,0.196855411,119.5632797,119.367439
2/5/2025,91,bcbf,1.8,y,BCBF1.8Yes,4,0.200500754,116.3690256,116.1685249
2/5/2025,91,bcbf,1.8,n,BCBF1.8No,1,0.445536324,103.8696336,103.4240973
2/5/2025,91,bcbf,1.8,n,BCBF1.8No,2,0.241092063,91.51237056,91.2712785
2/5/2025,91,bcbf,1.8,n,BCBF1.8No,3,0.134319048,126.0884976,125.9541786
2/5/2025,91,bcbf,1.8,n,BCBF1.8No,4,0.616923538,107.5910645,106.9741409
2/5/2025,91,bcbf,3.6,y,BCBF3.6Yes,1,0.858222624,97.1929629,96.33474027
2/5/2025,91,bcbf,3.6,y,BCBF3.6Yes,2,0.886877193,102.3645614,101.4776842
2/5/2025,91,bcbf,3.6,y,BCBF3.6Yes,3,0.182266872,94.47698736,94.29472049
2/5/2025,91,bcbf,3.6,y,BCBF3.6Yes,4,0.729492783,104.2685691,103.5390763
2/5/2025,91,bcbf,3.6,n,BCBF3.6No,1,0.227590159,104.7939381,104.5663479
2/5/2025,91,bcbf,3.6,n,BCBF3.6No,2,0.10032,85.52673412,85.42641412
2/5/2025,91,bcbf,3.6,n,BCBF3.6No,3,0.50418018,101.3155015,100.8123099
2/5/2025,91,bcbf,3.6,n,BCBF3.6No,4,0.499198822,104.7388324,104.2396336
2/5/2025,91,paul,0,y,Paul0Yes,1,0.307359773,91.84503683,91.53767705
2/5/2025,91,paul,0,y,Paul0Yes,2,0.528354505,99.16697193,98.63861743
2/5/2025,91,paul,0,y,Paul0Yes,3,0.321653933,96.31716405,95.99646742
2/5/2025,91,paul,0,y,Paul0Yes,4,0.182054786,104.1505885,103.9685337
2/5/2025,91,paul,0,n,Paul0No,1,0.167010411,97.12363069,96.95662027
2/5/2025,91,paul,0,n,Paul0No,2,0.627903776,97.78105175,97.15314797
2/5/2025,91,paul,0,n,Paul0No,3,0.122280162,102.1115185,101.9901862
2/5/2025,91,paul,0,n,Paul0No,4,0.207009418,108.1377319,107.931672
2/5/2025,91,paul,1.8,y,Paul1.8Yes,1,0.773998367,73.00746775,72.23346938
2/5/2025,91,paul,1.8,y,Paul1.8Yes,2,0.371162463,42.69044927,42.32025337
2/5/2025,91,paul,1.8,y,Paul1.8Yes,3,0.167246222,53.26696059,53.09971437
2/5/2025,91,paul,1.8,y,Paul1.8Yes,4,0.431118508,72.33539053,71.90331822
2/5/2025,91,paul,1.8,n,Paul1.8No,1,0.160319126,89.27498579,89.11371803
2/5/2025,91,paul,1.8,n,Paul1.8No,2,0.117090503,89.93026592,89.81317542
2/5/2025,91,paul,1.8,n,Paul1.8No,3,0.237087912,79.89009121,79.65300329
2/5/2025,91,paul,1.8,n,Paul1.8No,4,0.454138102,82.66163191,82.20749381
2/5/2025,91,paul,3.6,y,Paul3.6Yes,1,0.217827298,102.138273,101.9213928
2/5/2025,91,paul,3.6,y,Paul3.6Yes,2,0.347751009,93.57155273,93.22380173
2/5/2025,91,paul,3.6,y,Paul3.6Yes,3,0.283445087,105.4444162,105.1609711
2/5/2025,91,paul,3.6,y,Paul3.6Yes,4,0.289422951,100.4593749,100.1699519
2/5/2025,91,paul,3.6,n,Paul3.6No,1,0.29200442,90.67579558,90.38379116
2/5/2025,91,paul,3.6,n,Paul3.6No,2,0.255607467,96.4053632,96.14975574
2/5/2025,91,paul,3.6,n,Paul3.6No,3,0.160324855,99.44266358,99.28233873
2/5/2025,91,paul,3.6,n,Paul3.6No,4,0.262043478,101.2433054,100.9803261
3/12/2025,126,hort,0,y,Hort0Yes,1,-0.036987448,76.53082287,76.56781032
3/12/2025,126,hort,0,y,Hort0Yes,2,-0.050067476,81.7951417,81.84520918
3/12/2025,126,hort,0,y,Hort0Yes,3,-0.094055637,80.78250542,80.87656105
3/12/2025,126,hort,0,y,Hort0Yes,4,-0.099824966,77.95482309,78.05464806
3/12/2025,126,hort,0,n,Hort0No,1,-0.054775309,81.71454815,81.76932346
3/12/2025,126,hort,0,n,Hort0No,2,-0.062848627,78.3294285,78.39136627
3/12/2025,126,hort,0,n,Hort0No,3,-0.042634771,79.06062086,79.10325563
3/12/2025,126,hort,0,n,Hort0No,4,-0.032444444,83.72520635,83.75765079
3/12/2025,126,hort,1.8,y,Hort1.8Yes,1,-0.048687891,74.95271183,75.00139973
3/12/2025,126,hort,1.8,y,Hort1.8Yes,2,0.104848112,76.38001007,76.27516196
3/12/2025,126,hort,1.8,y,Hort1.8Yes,3,0.086474682,73.54487694,73.4593222
3/12/2025,126,hort,1.8,y,Hort1.8Yes,4,0.019260845,79.41613296,79.39687211
3/12/2025,126,hort,1.8,n,Hort1.8No,1,0.000907463,76.19510448,76.19328955
3/12/2025,126,hort,1.8,n,Hort1.8No,2,-0.004505867,73.63217523,73.6366811
3/12/2025,126,hort,1.8,n,Hort1.8No,3,0.022522757,77.25846138,77.23593862
3/12/2025,126,hort,1.8,n,Hort1.8No,4,-0.036200271,74.21145981,74.24856509
3/12/2025,126,hort,3.6,y,Hort3.6Yes,1,-0.061777159,70.45922563,70.5219532
3/12/2025,126,hort,3.6,y,Hort3.6Yes,2,-0.010461286,72.81054993,72.82101122
3/12/2025,126,hort,3.6,y,Hort3.6Yes,3,-0.062819919,71.11024495,71.17306487
3/12/2025,126,hort,3.6,y,Hort3.6Yes,4,-0.054164972,69.84089491,69.89505989
3/12/2025,126,hort,3.6,n,Hort3.6No,1,0.008501578,93.71289641,93.70439483
3/12/2025,126,hort,3.6,n,Hort3.6No,2,0.016948489,95.2533341,95.23638561
3/12/2025,126,hort,3.6,n,Hort3.6No,3,0.003781006,94.752,94.74821899
3/12/2025,126,hort,3.6,n,Hort3.6No,4,-0.004699708,89.33393819,89.3386379
3/12/2025,126,bcbf,0,y,BCBF0Yes,1,0.035586207,116.6931034,116.6575172
3/12/2025,126,bcbf,0,y,BCBF0Yes,2,0.046431124,116.8295988,116.7831677
3/12/2025,126,bcbf,0,y,BCBF0Yes,3,0.015821118,114.0653168,114.0494957
3/12/2025,126,bcbf,0,y,BCBF0Yes,4,-0.006944633,112.2550283,112.2609808
3/12/2025,126,bcbf,0,n,BCBF0No,1,0.049602332,111.273593,111.2239907
3/12/2025,126,bcbf,0,n,BCBF0No,2,0.04395,115.6178,115.57385
3/12/2025,126,bcbf,0,n,BCBF0No,3,0.137258773,114.8641769,114.7269181
3/12/2025,126,bcbf,0,n,BCBF0No,4,0.082636771,116.3866009,116.3039641
3/12/2025,126,bcbf,1.8,y,BCBF1.8Yes,1,0.025125,121.161795,121.13667
3/12/2025,126,bcbf,1.8,y,BCBF1.8Yes,2,-0.010056801,119.5079857,119.5180425
3/12/2025,126,bcbf,1.8,y,BCBF1.8Yes,3,-0.008117749,120.5232035,120.5313212
3/12/2025,126,bcbf,1.8,y,BCBF1.8Yes,4,0.023173454,127.708905,127.684724
3/12/2025,126,bcbf,1.8,n,BCBF1.8No,1,0.079560058,125.3707392,125.2911792
3/12/2025,126,bcbf,1.8,n,BCBF1.8No,2,0.026898701,126.9728289,126.9469264
3/12/2025,126,bcbf,1.8,n,BCBF1.8No,3,0.028066667,129.028481,129.0014167
3/12/2025,126,bcbf,1.8,n,BCBF1.8No,4,0.031046477,130.6926477,130.6626027
3/12/2025,126,bcbf,3.6,y,BCBF3.6Yes,1,0.073933032,123.6739765,123.5990443
3/12/2025,126,bcbf,3.6,y,BCBF3.6Yes,2,0.031887719,125.3506246,125.3187368
3/12/2025,126,bcbf,3.6,y,BCBF3.6Yes,3,0.022907858,131.6514613,131.6285535
3/12/2025,126,bcbf,3.6,y,BCBF3.6Yes,4,0.050894845,126.2311918,126.1802969
3/12/2025,126,bcbf,3.6,n,BCBF3.6No,1,0.103450072,130.3569436,130.2534935
3/12/2025,126,bcbf,3.6,n,BCBF3.6No,2,0.095402353,130.0530776,129.9576753
3/12/2025,126,bcbf,3.6,n,BCBF3.6No,3,0.086007207,128.1339327,128.0479255
3/12/2025,126,bcbf,3.6,n,BCBF3.6No,4,0.012850663,129.1066545,129.0938038
3/12/2025,126,paul,0,y,Paul0Yes,1,0.065110482,107.6515637,107.5874108
3/12/2025,126,paul,0,y,Paul0Yes,2,0.088059084,111.3727267,111.2846677
3/12/2025,126,paul,0,y,Paul0Yes,3,0.048822472,106.5765843,106.5277618
3/12/2025,126,paul,0,y,Paul0Yes,4,0.060049485,113.7937732,113.7327705
3/12/2025,126,paul,0,n,Paul0No,1,0.013209863,106.9904548,106.9772449
3/12/2025,126,paul,0,n,Paul0No,2,0.086443636,112.9124878,112.8269941
3/12/2025,126,paul,0,n,Paul0No,3,0.06445776,108.8473544,108.7828966
3/12/2025,126,paul,0,n,Paul0No,4,0.071218837,112.8410238,112.769805
3/12/2025,126,paul,1.8,y,Paul1.8Yes,1,0.087062857,83.23304816,83.1459853
3/12/2025,126,paul,1.8,y,Paul1.8Yes,2,0.101489736,59.51261466,59.41015836
3/12/2025,126,paul,1.8,y,Paul1.8Yes,3,0.076894815,72.44356622,72.36667141
3/12/2025,126,paul,1.8,y,Paul1.8Yes,4,0.078211765,84.05284821,83.97463644
3/12/2025,126,paul,1.8,n,Paul1.8No,1,0.073993443,96.71512131,96.64017923
3/12/2025,126,paul,1.8,n,Paul1.8No,2,0.063781006,97.7905609,97.72677989
3/12/2025,126,paul,1.8,n,Paul1.8No,3,0.0863,91.71603626,91.62973626
3/12/2025,126,paul,1.8,n,Paul1.8No,4,0.067979092,89.8730806,89.80415736
3/12/2025,126,paul,3.6,y,Paul3.6Yes,1,0.080501393,112.3562674,112.2748189
3/12/2025,126,paul,3.6,y,Paul3.6Yes,2,0.106125648,113.1555251,113.0493994
3/12/2025,126,paul,3.6,y,Paul3.6Yes,3,0.044554913,114.1411561,114.0966012
3/12/2025,126,paul,3.6,y,Paul3.6Yes,4,0.034386885,116.786459,116.7520721
3/12/2025,126,paul,3.6,n,Paul3.6No,1,0.051475138,102.0153006,101.9638254
3/12/2025,126,paul,3.6,n,Paul3.6No,2,0.056384,105.15616,105.099776
3/12/2025,126,paul,3.6,n,Paul3.6No,3,0.101257803,111.6414162,111.5401584
3/12/2025,126,paul,3.6,n,Paul3.6No,4,0.084228261,101.7224707,101.6391783
